country,year,gdp,lexp,health,growth,food,Region,pop
Hungary,1999,17100,71.5,10.8,-0.283,3000,Europe,10200000
Hungary,2000,17900,71.8,10.6,-0.26,3170,Europe,10200000
Hungary,2001,18600,72.2,10.4,-0.229,3090,Europe,10200000
Hungary,2002,19500,72.5,10.3,-0.285,3080,Europe,10200000
Hungary,2003,20300,72.7,12.3,-0.286,3060,Europe,10100000
Hungary,2004,21300,72.9,11.9,-0.221,3190,Europe,10100000
Hungary,2005,22300,73.1,12,-0.199,3270,Europe,10100000
Hungary,2006,23200,73.3,11.3,-0.156,3280,Europe,10100000
Hungary,2007,23300,73.6,10.5,-0.155,3160,Europe,10000000
Hungary,2008,23600,73.9,10.5,-0.175,3150,Europe,9990000
Hungary,2009,22100,74.2,10.3,-0.155,3140,Europe,9960000
Hungary,2010,22300,74.5,10.3,-0.226,3060,Europe,9930000
Iceland,1995,28100,78.5,16.7,0.542,3110,Europe,268000
Iceland,1996,29300,79,16.5,0.54,3030,Europe,270000
Iceland,1997,30500,79.2,20.1,0.819,3110,Europe,273000
Iceland,1998,32100,79.4,17.9,1.07,3120,Europe,275000
Iceland,1999,33000,79.6,20.1,1.21,3160,Europe,278000
Iceland,2000,34100,79.9,18.9,1.37,3150,Europe,280000
Iceland,2001,34900,80.2,18.3,1.33,3150,Europe,283000
Iceland,2002,34700,80.5,19.4,0.893,3210,Europe,285000
Iceland,2003,35300,80.7,19,0.693,3240,Europe,288000
Iceland,2004,37900,81,18.5,0.878,3290,Europe,291000
Iceland,2005,39800,81.2,18.6,1.58,3320,Europe,295000
Iceland,2006,40800,81.3,18.3,2.35,3400,Europe,300000
Iceland,2007,43500,81.6,18.3,2.53,3460,Europe,305000
Iceland,2008,43300,81.8,13.4,1.86,3430,Europe,311000
Iceland,2009,40200,81.9,15.7,0.341,3390,Europe,316000
Iceland,2010,38800,82,14.7,-0.144,3340,Europe,320000
India,1995,2040,60.8,3.58,1.92,2320,Asia & Pacific,960000000
India,1996,2150,61.1,3.5,1.9,2340,Asia & Pacific,979000000
India,1997,2200,61.3,3.62,1.87,2370,Asia & Pacific,997000000
India,1998,2290,61.6,3.61,1.84,2360,Asia & Pacific,1020000000
India,1999,2450,62,3.7,1.81,2400,Asia & Pacific,1030000000
India,2000,2500,62.3,3.56,1.77,2380,Asia & Pacific,1050000000
India,2001,2570,62.7,3.4,1.73,2330,Asia & Pacific,1070000000
India,2002,2620,63.1,3.09,1.7,2290,Asia & Pacific,1090000000
India,2003,2780,63.5,2.91,1.66,2280,Asia & Pacific,1110000000
India,2004,2960,63.8,2.96,1.62,2260,Asia & Pacific,1130000000
India,2005,3180,64.2,3.4,1.58,2270,Asia & Pacific,1140000000
India,2006,3420,64.6,3.43,1.55,2330,Asia & Pacific,1160000000
India,2007,3700,65,3.43,1.51,2400,Asia & Pacific,1180000000
India,2008,3790,65.4,3.62,1.47,2430,Asia & Pacific,1200000000
India,2009,4050,65.8,3.75,1.42,2420,Asia & Pacific,1210000000
India,2010,4410,66.2,3.56,1.37,2440,Asia & Pacific,1230000000
Indonesia,1995,6010,65.8,4.75,1.54,2550,Asia & Pacific,197000000
Indonesia,1996,6390,66.2,4.71,1.49,2550,Asia & Pacific,200000000
Indonesia,1997,6590,66.5,3.89,1.45,2500,Asia & Pacific,203000000
Indonesia,1998,5650,66.8,3.93,1.41,2490,Asia & Pacific,206000000
Indonesia,1999,5610,67,3.74,1.4,2470,Asia & Pacific,209000000
Indonesia,2000,5810,67.3,4.47,1.39,2440,Asia & Pacific,212000000
Indonesia,2001,5930,67.6,4.65,1.39,2420,Asia & Pacific,215000000
Indonesia,2002,6120,67.8,4.73,1.39,2450,Asia & Pacific,218000000
Indonesia,2003,6320,68.1,5.43,1.39,2470,Asia & Pacific,221000000
Indonesia,2004,6550,66.5,5.02,1.38,2470,Asia & Pacific,224000000
Indonesia,2005,6830,68.6,4.97,1.38,2470,Asia & Pacific,227000000
Indonesia,2006,7100,68.8,5.18,1.37,2480,Asia & Pacific,230000000
Indonesia,2007,7450,69.1,6.49,1.36,2520,Asia & Pacific,233000000
Indonesia,2008,7790,69.3,5.73,1.35,2540,Asia & Pacific,236000000
Indonesia,2009,8050,69.6,6.84,1.34,2600,Asia & Pacific,239000000
Indonesia,2010,8430,69.9,7.75,1.32,2650,Asia & Pacific,243000000
Iran,1995,10900,70.9,6.87,1.41,3050,Asia & Pacific,60600000
Iran,1996,11400,71,6.88,1.65,3050,Asia & Pacific,61600000
Iran,1997,11300,71.1,8.46,1.81,3090,Asia & Pacific,62700000
Iran,1998,11400,71.3,9.02,1.88,3100,Asia & Pacific,63900000
Iran,1999,11400,71.6,8.38,1.8,3090,Asia & Pacific,65100000
Iran,2000,11900,71.6,8.41,1.63,3050,Asia & Pacific,66100000
Iran,2001,12000,71.6,9.76,1.45,3040,Asia & Pacific,67100000
Iran,2002,12800,71.7,9.57,1.31,3030,Asia & Pacific,68000000
Iran,2003,13700,70.3,9.29,1.21,3040,Asia & Pacific,68800000
Iran,2004,14100,72.1,9.27,1.16,3090,Asia & Pacific,69600000
Iran,2005,14600,72.5,8.89,1.15,3070,Asia & Pacific,70400000
Iran,2006,15200,73,8.58,1.14,3000,Asia & Pacific,71200000
Iran,2007,16400,73.4,10.5,1.12,3030,Asia & Pacific,72000000
Iran,2008,16400,73.8,10.5,1.12,3010,Asia & Pacific,72800000
Iran,2009,16600,74.1,10.5,1.15,3060,Asia & Pacific,73700000
Iran,2010,17400,74.5,10.5,1.19,3090,Asia & Pacific,74600000
Iraq,1995,6560,65.3,NA,3.07,2200,Arab States,20200000
Iraq,1996,7060,65.3,0.13,3.11,2180,Arab States,20800000
Iraq,1997,8300,65,0.13,3.13,2100,Arab States,21500000
Iraq,1998,10800,65.7,0.1,3.12,2120,Arab States,22200000
Iraq,1999,12400,66,0.1,3.05,2150,Arab States,22900000
Iraq,2000,12200,66,0.1,2.96,2180,Arab States,23600000
Iraq,2001,12100,66.6,0.15,2.87,2250,Arab States,24300000
Iraq,2002,11000,66.4,0.1,2.8,2270,Arab States,24900000
Iraq,2003,7140,65,4.41,2.72,2250,Arab States,25600000
Iraq,2004,10700,65.3,3.41,2.65,2370,Arab States,26300000
Iraq,2005,10900,64.8,3.34,2.59,2350,Arab States,27000000
Iraq,2006,11700,63.9,3.09,2.52,2370,Arab States,27700000
Iraq,2007,11600,64.3,4.51,2.47,2380,Arab States,28400000
Iraq,2008,12200,66.2,4.97,2.51,2360,Arab States,29100000
Iraq,2009,12300,66.9,7.03,2.65,2440,Arab States,29900000
Iraq,2010,12700,67.2,8.98,2.86,2510,Arab States,30800000
Ireland,1995,27000,75.8,11.7,0.513,3510,Europe,3650000
Ireland,1996,29200,76,11.8,0.791,3610,Europe,3680000
Ireland,1997,32100,76.1,12.9,1,3680,Europe,3710000
Ireland,1998,34300,76.2,13.3,1.04,3680,Europe,3750000
Ireland,1999,37600,76.4,13.3,1.13,3700,Europe,3800000
Ireland,2000,40800,76.7,14.7,1.33,3730,Europe,3850000
Ireland,2001,42600,77.1,15.3,1.59,3720,Europe,3910000
Ireland,2002,44200,77.7,16.1,1.69,3580,Europe,3980000
Ireland,2003,45100,78.1,16.9,1.63,3590,Europe,4050000
Ireland,2004,47300,78.5,17.3,1.83,3570,Europe,4130000
Ireland,2005,48900,78.9,17.2,2.18,3490,Europe,4210000
Ireland,2006,50400,79.3,16.8,2.7,3500,Europe,4300000
Ireland,2007,50800,79.6,16.1,2.89,3530,Europe,4400000
Ireland,2008,47600,79.8,15.8,2.04,3580,Europe,4490000
Ireland,2009,45000,79.9,14.5,1.02,3570,Europe,4570000
Ireland,2010,45700,80.4,9.52,0.545,3590,Europe,4630000
Israel,1995,22700,77,9.7,2.67,3470,Europe,5330000
Israel,1996,23500,77.3,9.98,2.62,3500,Europe,5490000
Israel,1997,23900,77.6,10.2,2.5,3510,Europe,5630000
Israel,1998,24300,77.9,9.69,2.29,3500,Europe,5770000
Israel,1999,24600,78.2,9.58,2.55,3480,Europe,5890000
Israel,2000,26100,78.5,9.7,2.64,3550,Europe,6010000
Israel,2001,25500,78.6,9.74,2.36,3600,Europe,6130000
Israel,2002,25000,78.5,9.63,2.01,3700,Europe,6240000
Israel,2003,24900,79,9.4,1.81,3580,Europe,6350000
Israel,2004,25700,79.3,9.72,1.77,3620,Europe,6470000
Israel,2005,26300,79.7,9.95,1.76,3630,Europe,6600000
Israel,2006,27400,79.8,9.78,1.77,3620,Europe,6760000
Israel,2007,28500,80.2,9.82,1.78,3530,Europe,6920000
Israel,2008,28900,80.5,10.2,1.78,3520,Europe,7100000
Israel,2009,28600,80.9,10.4,2.39,3510,Europe,7270000
Israel,2010,29600,81.4,10.4,1.83,3540,Europe,7430000
Italy,1995,33200,78.1,9.79,0.00159,3510,Europe,57300000
Italy,1996,33600,78.3,9.93,0.0281,3570,Europe,57200000
Italy,1997,34200,78.6,10.8,0.0529,3580,Europe,57200000
Italy,1998,34700,78.9,11.1,0.0288,3670,Europe,57200000
Italy,1999,35200,79.2,11.4,0.0168,3700,Europe,57200000
Italy,2000,36500,79.5,12.7,0.0453,3670,Europe,57300000
Italy,2001,37200,79.8,12.8,0.0562,3670,Europe,57500000
Italy,2002,37200,80.1,13.1,0.149,3660,Europe,57800000
Italy,2003,37100,80.2,12.9,0.445,3620,Europe,58100000
Italy,2004,37400,80.6,13.8,0.647,3630,Europe,58500000
Italy,2005,37600,80.8,14.2,0.491,3570,Europe,58800000
Italy,2006,38200,81,14.2,0.301,3630,Europe,59100000
Italy,2007,38600,81.2,13.9,0.505,3620,Europe,59300000
Italy,2008,38000,81.4,14.4,0.662,3600,Europe,59500000
Italy,2009,35700,81.5,14.2,0.456,3600,Europe,59600000
Italy,2010,36200,81.7,14.7,0.308,3580,Europe,59700000
Ivory Coast,1995,2900,52.9,4.74,3.19,2570,Africa,14500000
Ivory Coast,1996,3030,52.8,5.89,3.08,2610,Africa,15000000
Ivory Coast,1997,3050,52.8,6.63,2.96,2670,Africa,15400000
Ivory Coast,1998,3110,52.8,6.51,2.8,2640,Africa,15900000
Ivory Coast,1999,3080,52.7,6.51,2.58,2650,Africa,16300000
Ivory Coast,2000,2950,52.6,7.25,2.34,2610,Africa,16700000
Ivory Coast,2001,2890,52.7,5.62,2.1,2630,Africa,17000000
Ivory Coast,2002,2790,52.9,5.21,1.9,2670,Africa,17400000
Ivory Coast,2003,2700,53.1,4.84,1.79,2690,Africa,17700000
Ivory Coast,2004,2690,53.3,5.26,1.78,2740,Africa,18000000
Ivory Coast,2005,2680,53.7,4.5,1.86,2790,Africa,18300000
Ivory Coast,2006,2670,54.1,4.94,1.96,2780,Africa,18700000
Ivory Coast,2007,2660,54.6,6.6,2.05,2790,Africa,19100000
Ivory Coast,2008,2670,55.2,6.54,2.14,2740,Africa,19500000
Ivory Coast,2009,2700,55.8,5.08,2.22,2730,Africa,19900000
Ivory Coast,2010,2690,56.3,5.06,2.31,2740,Africa,20400000
Jamaica,1995,8450,74.2,5.41,0.966,2680,South/Latin America,2540000
Jamaica,1996,8360,74.1,5.95,0.963,2720,South/Latin America,2560000
Jamaica,1997,8180,73.9,7.71,0.965,2700,South/Latin America,2590000
Jamaica,1998,7920,73.9,7.36,0.944,2710,South/Latin America,2610000
Jamaica,1999,7930,73.9,5.62,0.896,2730,South/Latin America,2630000
Jamaica,2000,7930,73.8,6.59,0.831,2730,South/Latin America,2660000
Jamaica,2001,7980,73.6,4.26,0.755,2800,South/Latin America,2680000
Jamaica,2002,8080,73.9,5.87,0.686,2800,South/Latin America,2700000
Jamaica,2003,8330,74.1,4.5,0.631,2810,South/Latin America,2710000
Jamaica,2004,8390,74.3,5.17,0.598,2790,South/Latin America,2730000
Jamaica,2005,8410,74.7,3.52,0.581,2800,South/Latin America,2740000
Jamaica,2006,8610,74.8,4.5,0.567,2790,South/Latin America,2760000
Jamaica,2007,8680,74.7,5.54,0.549,2790,South/Latin America,2780000
Jamaica,2008,8570,74.7,6.45,0.527,2750,South/Latin America,2790000
Jamaica,2009,8150,74.6,5.39,0.499,2750,South/Latin America,2800000
Jamaica,2010,8000,74.7,6.28,0.467,2760,South/Latin America,2820000
Japan,1995,32400,79.7,15.6,0.382,2920,Asia & Pacific,126000000
Japan,1996,33300,80.1,15.8,0.253,2960,Asia & Pacific,127000000
Japan,1997,33600,80.3,15.9,0.238,2940,Asia & Pacific,127000000
Japan,1998,33200,80.5,15.8,0.272,2900,Asia & Pacific,127000000
Japan,1999,33000,80.6,15.8,0.183,2900,Asia & Pacific,127000000
Japan,2000,33900,81,15.9,0.167,2900,Asia & Pacific,128000000
Japan,2001,33900,81.2,16.7,0.241,2890,Asia & Pacific,128000000
Japan,2002,33900,81.5,16.7,0.233,2850,Asia & Pacific,128000000
Japan,2003,34300,81.7,17,0.214,2840,Asia & Pacific,128000000
Japan,2004,35100,81.8,17.6,0.0337,2840,Asia & Pacific,128000000
Japan,2005,35700,82,17.6,0.00939,2830,Asia & Pacific,128000000
Japan,2006,36100,82.2,17.8,0.0634,2780,Asia & Pacific,128000000
Japan,2007,36700,82.3,18.1,0.115,2820,Asia & Pacific,129000000
Japan,2008,36300,82.5,18.4,0.0484,2730,Asia & Pacific,129000000
Japan,2009,34300,82.7,18.4,-0.0125,2680,Asia & Pacific,129000000
Japan,2010,35800,82.8,18.4,0.018,2690,Asia & Pacific,129000000
Jordan,1995,6900,72.7,14.3,3.95,2690,Arab States,4570000
Jordan,1996,6830,72.7,14.3,3.09,2660,Arab States,4720000
Jordan,1997,6880,72.8,14.2,2.43,2750,Arab States,4830000
Jordan,1998,6950,72.9,14.2,1.96,2730,Arab States,4930000
Jordan,1999,7060,73,11.9,1.75,2660,Arab States,5010000
Jordan,2000,7240,73.1,10.9,1.74,2730,Arab States,5100000
Jordan,2001,7480,73.2,10.9,1.76,2840,Arab States,5190000
Jordan,2002,7780,73.2,11.2,1.79,2940,Arab States,5290000
Jordan,2003,7940,73.1,9.59,2.05,3080,Arab States,5400000
Jordan,2004,8400,73,10.2,2.54,3120,Arab States,5540000
Jordan,2005,8800,73.1,11.6,3.17,3120,Arab States,5710000
Jordan,2006,9160,73.8,12.1,3.78,3150,Arab States,5930000
Jordan,2007,9490,74.4,13.3,4.27,3120,Arab States,6190000
Jordan,2008,9720,74.8,15.6,4.68,3070,Arab States,6490000
Jordan,2009,9750,75.3,18.6,4.98,3100,Arab States,6820000
Jordan,2010,9470,75.8,18.6,5.16,3100,Arab States,7180000
Kazakhstan,1995,8280,64.4,11.5,-1.75,2870,Asia & Pacific,16000000
Kazakhstan,1996,8450,64.1,13.9,-1.51,2860,Asia & Pacific,15800000
Kazakhstan,1997,8730,64.1,14.7,-1.58,2860,Asia & Pacific,15600000
Kazakhstan,1998,8720,64.3,14.2,-1.73,2730,Asia & Pacific,15300000
Kazakhstan,1999,9040,64.4,9.88,-0.953,2740,Asia & Pacific,15200000
Kazakhstan,2000,9950,64.6,9.15,-0.301,2810,Asia & Pacific,15100000
Kazakhstan,2001,11300,64.7,8.41,-0.17,2890,Asia & Pacific,15000000
Kazakhstan,2002,12400,64.9,8.75,0.00413,2940,Asia & Pacific,15100000
Kazakhstan,2003,13500,64.9,8.74,0.336,2970,Asia & Pacific,15200000
Kazakhstan,2004,14700,64.9,10.2,0.695,2980,Asia & Pacific,15400000
Kazakhstan,2005,16000,65,9.33,0.889,3030,Asia & Pacific,15500000
Kazakhstan,2006,17500,65.2,10.4,1.06,3070,Asia & Pacific,15700000
Kazakhstan,2007,18900,65.9,7.38,1.14,3160,Asia & Pacific,15800000
Kazakhstan,2008,19300,66.8,8.32,1.22,3190,Asia & Pacific,16000000
Kazakhstan,2009,19000,67.7,11.3,2.64,3150,Asia & Pacific,16200000
Kazakhstan,2010,20100,68.4,11.4,1.41,3140,Asia & Pacific,16400000
Kenya,1995,2200,57.3,6.37,2.96,2060,Africa,27300000
Kenya,1996,2230,56.5,7.6,2.89,2050,Africa,28100000
Kenya,1997,2180,55.9,7.26,2.82,2020,Africa,29000000
Kenya,1998,2190,55.3,9.21,2.78,2050,Africa,29800000
Kenya,1999,2180,55.3,7.38,2.75,2080,Africa,30600000
Kenya,2000,2130,55.2,10.3,2.74,2050,Africa,31500000
Kenya,2001,2150,55.5,8.45,2.73,2070,Africa,32300000
Kenya,2002,2110,55.7,7.97,2.72,2020,Africa,33200000
Kenya,2003,2110,56,7.76,2.72,2000,Africa,34100000
Kenya,2004,2160,56.6,7.74,2.73,2020,Africa,35100000
Kenya,2005,2220,57.4,8.06,2.74,2160,Africa,36000000
Kenya,2006,2300,58.5,7.75,2.75,2160,Africa,37100000
Kenya,2007,2400,59.6,7.69,2.75,2110,Africa,38100000
Kenya,2008,2340,60.6,6.28,2.75,2110,Africa,39100000
Kenya,2009,2350,61.7,7.31,2.74,2170,Africa,40200000
Kenya,2010,2480,62.8,7.31,2.73,2160,Africa,41400000
Kiribati,1995,1890,58.6,10.4,1.37,2800,Asia & Pacific,77700
Kiribati,1996,1890,59,10.2,1.5,2770,Asia & Pacific,78900
Kiribati,1997,1900,59.1,11.2,1.61,2770,Asia & Pacific,80200
Kiribati,1998,1990,59.3,7.81,1.69,2840,Asia & Pacific,81600
Kiribati,1999,1920,59.4,9.15,1.72,2860,Asia & Pacific,83000
Kiribati,2000,2010,59.5,8.74,1.72,2840,Asia & Pacific,84400
Kiribati,2001,1940,59.7,7.19,1.71,2880,Asia & Pacific,85900
Kiribati,2002,1980,59.8,5.75,1.71,2860,Asia & Pacific,87300
Kiribati,2003,1990,59.9,5.9,1.76,2870,Asia & Pacific,88900
Kiribati,2004,1920,60,5.55,1.84,2840,Asia & Pacific,90500
Kiribati,2005,1980,60.2,10.8,1.95,2940,Asia & Pacific,92300
Kiribati,2006,1910,60.3,8.79,2.07,2900,Asia & Pacific,94300
Kiribati,2007,1910,60.4,11,2.15,2890,Asia & Pacific,96300
Kiribati,2008,1830,60.5,12.6,2.19,2880,Asia & Pacific,98400
Kiribati,2009,1800,60.6,13,2.14,2940,Asia & Pacific,101000
Kiribati,2010,1730,60.7,12.1,2.05,2960,Asia & Pacific,103000
Kuwait,1995,81000,76.2,5.96,NA,3210,Arab States,1610000
Kuwait,1996,80500,75.8,6.29,1.3,3270,Arab States,1630000
Kuwait,1997,78400,75.7,6.99,4.99,3340,Arab States,1720000
Kuwait,1998,75900,75.7,6.97,6.82,3360,Arab States,1840000
Kuwait,1999,70000,76.2,6.61,6.37,3400,Arab States,1960000
Kuwait,2000,69900,76.5,5.5,4.68,3440,Arab States,2050000
Kuwait,2001,68500,76.5,9.86,2.82,3480,Arab States,2110000
Kuwait,2002,69400,76.9,6.95,1.62,3450,Arab States,2140000
Kuwait,2003,80500,77.2,7.5,1.17,3500,Arab States,2170000
Kuwait,2004,87600,77.1,6.97,1.77,3510,Arab States,2210000
Kuwait,2005,93500,77,7.09,3.06,3580,Arab States,2280000
Kuwait,2006,96200,77,7.84,4.33,3590,Arab States,2380000
Kuwait,2007,96900,77.1,5.31,5.17,3570,Arab States,2500000
Kuwait,2008,93700,77.2,6.18,5.78,3510,Arab States,2650000
Kuwait,2009,81900,77.5,5.63,6.09,3470,Arab States,2820000
Kuwait,2010,75200,78.2,6.86,6.16,3460,Arab States,3000000
Kyrgyz Republic,1995,1700,64.1,13.9,0.998,2380,NA,4570000
Kyrgyz Republic,1996,1790,64.7,14.1,1.48,2480,NA,4630000
Kyrgyz Republic,1997,1940,65.4,13.1,1.46,2640,NA,4710000
Kyrgyz Republic,1998,1950,65.8,16.5,1.53,2500,NA,4790000
Kyrgyz Republic,1999,1990,66.2,15.7,1.49,2520,NA,4860000
Kyrgyz Republic,2000,2080,66.4,12,1.19,2400,NA,4920000
Kyrgyz Republic,2001,2160,66.7,11.9,0.949,2460,NA,4960000
Kyrgyz Republic,2002,2140,66.6,10.7,0.918,2490,NA,4990000
Kyrgyz Republic,2003,2270,66.6,10.2,1.05,2620,NA,5010000
Kyrgyz Republic,2004,2400,66.7,11.4,1.21,2740,NA,5040000
Kyrgyz Republic,2005,2370,66.6,11.9,1.13,2750,NA,5080000
Kyrgyz Republic,2006,2420,66.6,13.3,1.08,2660,NA,5130000
Kyrgyz Republic,2007,2600,66.9,12.8,0.954,2680,NA,5190000
Kyrgyz Republic,2008,2790,67.4,11.5,0.95,2680,NA,5260000
Kyrgyz Republic,2009,2840,68,11.7,1.21,2740,NA,5340000
Kyrgyz Republic,2010,2790,68.5,10.7,1.19,2790,NA,5420000
Laos,1995,1910,54.5,8.44,2.33,1980,Asia & Pacific,4850000
Laos,1996,2000,55,12.3,2.15,2030,Asia & Pacific,4960000
Laos,1997,2100,55.5,19.5,1.98,2040,Asia & Pacific,5060000
Laos,1998,2140,56,13.9,1.85,2050,Asia & Pacific,5150000
Laos,1999,2260,56.5,6.93,1.74,2040,Asia & Pacific,5240000
Laos,2000,2350,57.1,5.78,1.67,2120,Asia & Pacific,5330000
Laos,2001,2440,57.5,5.57,1.59,2090,Asia & Pacific,5410000
Laos,2002,2550,58.4,6.06,1.52,2140,Asia & Pacific,5500000
Laos,2003,2660,59,6.74,1.49,2180,Asia & Pacific,5580000
Laos,2004,2790,59.7,5.37,1.51,2210,Asia & Pacific,5660000
Laos,2005,2940,60.3,3.05,1.57,2270,Asia & Pacific,5750000
Laos,2006,3140,60.9,3.05,1.64,2240,Asia & Pacific,5850000
Laos,2007,3320,61.7,2.55,1.7,2280,Asia & Pacific,5950000
Laos,2008,3520,62.3,5.9,1.71,2250,Asia & Pacific,6050000
Laos,2009,3730,63.1,5.9,1.64,2310,Asia & Pacific,6150000
Laos,2010,3980,63.8,5.9,1.52,2340,Asia & Pacific,6250000
Latvia,1995,8270,66.6,9.94,-1.43,3070,Europe,2510000
Latvia,1996,8560,68.5,9.51,-1.13,3000,Europe,2480000
Latvia,1997,9420,69.2,9.57,-0.997,2920,Europe,2450000
Latvia,1998,10100,69,9.28,-0.943,2850,Europe,2430000
Latvia,1999,10500,69.9,8.96,-0.814,2840,Europe,2410000
Latvia,2000,11200,70.4,8.68,-0.964,2790,Europe,2380000
Latvia,2001,12000,69.9,9.03,-1.29,2900,Europe,2360000
Latvia,2002,13000,70.2,9.11,-1.16,3010,Europe,2330000
Latvia,2003,14300,70.6,9.31,-0.966,3050,Europe,2310000
Latvia,2004,15600,70.9,10.3,-1.09,3080,Europe,2280000
Latvia,2005,17500,70.8,10.2,-1.08,3140,Europe,2250000
Latvia,2006,19800,70.5,11.4,-0.917,3210,Europe,2230000
Latvia,2007,21900,70.9,11.8,-0.816,3160,Europe,2200000
Latvia,2008,21300,71.9,10.6,-1.05,3160,Europe,2170000
Latvia,2009,18600,72.6,9.21,-1.65,3170,Europe,2150000
Latvia,2010,18300,73.1,9.21,-2.08,3140,Europe,2120000
Lebanon,1995,12500,73.5,9.8,1.96,3290,Arab States,3030000
Lebanon,1996,12900,74,9.45,1.23,3290,Arab States,3070000
Lebanon,1997,12500,74.7,9.17,0.704,3370,Arab States,3090000
Lebanon,1998,12900,75.3,10.4,0.686,3370,Arab States,3110000
Lebanon,1999,12700,76,9.38,1.36,3380,Arab States,3160000
Lebanon,2000,12500,76.5,7.88,2.46,3290,Arab States,3240000
Lebanon,2001,12500,77,10.4,3.78,3320,Arab States,3360000
Lebanon,2002,12400,77.4,10.7,4.74,3270,Arab States,3520000
Lebanon,2003,12100,77.7,9.54,4.95,3200,Arab States,3700000
Lebanon,2004,12300,78,11.1,4.28,3180,Arab States,3860000
Lebanon,2005,12300,78.3,11.9,3.15,3120,Arab States,3990000
Lebanon,2006,12200,78,9.88,1.75,3130,Arab States,4060000
Lebanon,2007,13300,78.7,10.5,0.715,3180,Arab States,4090000
Lebanon,2008,14400,79.1,10.1,0.6,3130,Arab States,4110000
Lebanon,2009,15600,79.5,9.53,1.74,3140,Arab States,4180000
Lebanon,2010,16300,79.8,9.53,3.61,3160,Arab States,4340000
Lesotho,1995,1630,57.7,6.39,1.67,2300,Africa,1760000
Lesotho,1996,1700,56.5,6.31,1.46,2360,Africa,1790000
Lesotho,1997,1740,55,5.05,1.29,2400,Africa,1810000
Lesotho,1998,1740,52.8,6.01,1.14,2430,Africa,1830000
Lesotho,1999,1730,50.9,5.89,1.04,2460,Africa,1850000
Lesotho,2000,1780,48.8,6.49,0.977,2460,Africa,1870000
Lesotho,2001,1830,47.5,9.05,0.919,2490,Africa,1890000
Lesotho,2002,1830,46,7.25,0.864,2520,Africa,1900000
Lesotho,2003,1890,44.7,8.32,0.826,2520,Africa,1920000
Lesotho,2004,1910,43.8,8.35,0.812,2540,Africa,1930000
Lesotho,2005,1960,43.3,6.83,0.815,2570,Africa,1950000
Lesotho,2006,2030,43.2,8.23,0.823,2600,Africa,1970000
Lesotho,2007,2110,43.6,11,0.842,2560,Africa,1980000
Lesotho,2008,2230,44.3,11.1,0.886,2560,Africa,2000000
Lesotho,2009,2250,45.4,10.3,0.959,2570,Africa,2020000
Lesotho,2010,2380,46.5,13.4,1.05,2570,Africa,2040000
Liberia,1995,247,50.3,NA,2.97,1990,Africa,2070000
Liberia,1996,263,49.3,NA,5.52,1990,Africa,2190000
Liberia,1997,503,52.4,NA,7.36,2170,Africa,2360000
Liberia,1998,606,52.6,8.86,7.85,2140,Africa,2550000
Liberia,1999,688,53.6,10.6,6.94,2090,Africa,2730000
Liberia,2000,839,54.5,8.97,5.34,2120,Africa,2880000
Liberia,2001,832,55.3,11.5,3.63,2040,Africa,2990000
Liberia,2002,844,54.9,7.17,2.37,2070,Africa,3060000
Liberia,2003,579,54.9,10.6,1.73,2050,Africa,3120000
Liberia,2004,583,57.6,11.9,1.91,2090,Africa,3180000
Liberia,2005,598,58.2,11.1,2.64,2160,Africa,3260000
Liberia,2006,624,58.7,15.2,3.45,2120,Africa,3380000
Liberia,2007,657,59.2,17.3,3.98,2150,Africa,3510000
Liberia,2008,675,59.8,17.2,4.18,2230,Africa,3660000
Liberia,2009,683,60.3,13.8,3.97,2230,Africa,3810000
Liberia,2010,700,60.8,11.1,3.52,2200,Africa,3950000
Libya,1995,22600,74.1,5.55,1.91,NA,Arab States,4950000
Libya,1996,22700,74.1,5.55,1.74,NA,Arab States,5040000
Libya,1997,22200,74.4,5.55,1.6,NA,Arab States,5120000
